lat,lng,competitor_count_1km,area_store_density_3km,competition_ratio,is_high_competition,log_reviews,rating
12.915545500000004,77.61782119999994,17,94,0.17894736842105263,1,3.020127355638707,4.05
12.915545500000004,77.62282119999993,12,94,0.12631578947368421,0,3.020127355638707,4.05
12.915545500000004,77.62782119999993,13,85,0.1511627906976744,1,3.020127355638707,4.05
12.915545500000004,77.63282119999992,11,65,0.16666666666666666,0,3.020127355638707,4.05
12.915545500000004,77.63782119999992,10,52,0.18867924528301888,0,3.020127355638707,4.05
12.915545500000004,77.64282119999991,7,36,0.1891891891891892,0,3.020127355638707,4.05
12.915545500000004,77.64782119999991,2,27,0.07142857142857142,0,3.020127355638707,4.05
12.915545500000004,77.6528211999999,2,20,0.09523809523809523,0,3.020127355638707,4.05
12.915545500000004,77.6578211999999,1,13,0.07142857142857142,0,3.020127355638707,4.05
12.915545500000004,77.6628211999999,0,5,0.0,0,3.020127355638707,4.05
12.915545500000004,77.66782119999989,0,2,0.0,0,3.020127355638707,4.05
12.915545500000004,77.67282119999989,0,2,0.0,0,3.020127355638707,4.05
12.915545500000004,77.67782119999988,0,0,0.0,0,3.020127355638707,4.05
12.915545500000004,77.68282119999988,0,0,0.0,0,3.020127355638707,4.05
12.915545500000004,77.68782119999987,0,0,0.0,0,3.020127355638707,4.05
12.915545500000004,77.69282119999987,0,0,0.0,0,3.020127355638707,4.05
12.915545500000004,77.69782119999986,0,0,0.0,0,3.020127355638707,4.05
12.915545500000004,77.70282119999986,0,0,0.0,0,3.020127355638707,4.05
12.915545500000004,77.70782119999986,0,0,0.0,0,3.020127355638707,4.05
12.915545500000004,77.71282119999985,0,0,0.0,0,3.020127355638707,4.05
12.915545500000004,77.71782119999985,0,0,0.0,0,3.020127355638707,4.05
12.915545500000004,77.72282119999984,0,0,0.0,0,3.020127355638707,4.05
12.915545500000004,77.72782119999984,0,0,0.0,0,3.020127355638707,4.05
12.915545500000004,77.73282119999983,0,0,0.0,0,3.020127355638707,4.05
12.915545500000004,77.73782119999983,0,0,0.0,0,3.020127355638707,4.05
12.915545500000004,77.74282119999982,0,0,0.0,0,3.020127355638707,4.05
12.915545500000004,77.74782119999982,0,0,0.0,0,3.020127355638707,4.05
12.915545500000004,77.75282119999981,0,0,0.0,0,3.020127355638707,4.05
12.915545500000004,77.75782119999981,0,0,0.0,0,3.020127355638707,4.05
12.915545500000004,77.7628211999998,0,0,0.0,0,3.020127355638707,4.05
12.915545500000004,77.7678211999998,0,0,0.0,0,3.020127355638707,4.05
12.915545500000004,77.7728211999998,0,0,0.0,0,3.020127355638707,4.05
12.920545500000005,77.5478212,0,0,0.0,0,3.020127355638707,4.05
12.920545500000005,77.5528212,0,0,0.0,0,3.020127355638707,4.05
12.920545500000005,77.55782119999999,0,0,0.0,0,3.020127355638707,4.05
12.920545500000005,77.56282119999999,0,1,0.0,0,3.020127355638707,4.05
12.920545500000005,77.56782119999998,0,4,0.0,0,3.020127355638707,4.05
12.920545500000005,77.57282119999998,0,7,0.0,0,3.020127355638707,4.05
12.920545500000005,77.57782119999997,1,18,0.05263157894736842,0,3.020127355638707,4.05
12.920545500000005,77.58282119999997,1,31,0.03125,0,3.020127355638707,4.05
12.920545500000005,77.58782119999996,5,46,0.10638297872340426,0,3.020127355638707,4.05
12.920545500000005,77.59282119999996,7,59,0.11666666666666667,0,3.020127355638707,4.05
12.920545500000005,77.59782119999996,15,63,0.234375,1,3.020127355638707,4.05
12.920545500000005,77.60282119999995,20,78,0.25316455696202533,1,3.020127355638707,4.05
12.920545500000005,77.60782119999995,22,95,0.22916666666666666,1,3.020127355638707,4.05
12.920545500000005,77.61282119999994,21,102,0.20388349514563106,1,3.020127355638707,4.05
12.920545500000005,77.61782119999994,18,102,0.17475728155339806,1,3.020127355638707,4.05
12.920545500000005,77.62282119999993,11,102,0.10679611650485436,0,3.020127355638707,4.05
12.920545500000005,77.62782119999993,12,92,0.12903225806451613,0,3.020127355638707,4.05
